Entity,Code,Year,Other renewables,Bioenergy,Solar,Wind,Hydropower,Nuclear,Oil,Gas,Coal
New Zealand,NZL,2011,5.77,0.76,0,1.94,24.86,0,0.57,8.35,1.61
New Zealand,NZL,2012,5.85,0.8,0,2.06,22.67,0,0.62,8.81,2.94
New Zealand,NZL,2013,6.07,0.8,0.01,2,22.8,0,0.64,8.63,1.75
New Zealand,NZL,2014,6.87,0.8,0.02,2.19,24.07,0,0.63,7,1.34
New Zealand,NZL,2015,7.41,0.82,0.04,2.34,24.28,0,0.65,6.8,1.23
New Zealand,NZL,2016,7.54,0.81,0.06,2.32,25.66,0,0.61,5.71,0.44
New Zealand,NZL,2017,7.58,0.8,0.08,2.07,24.93,0,0.64,6.98,0.58
New Zealand,NZL,2018,7.52,0.77,0.1,2.05,26.03,0,0.62,5.66,0.98
New Zealand,NZL,2019,7.59,0.79,0.13,2.23,25.32,0,0.68,5.42,1.59
New Zealand,NZL,2020,7.83,0.78,0.16,2.28,24.03,0,0.63,5.94,1.7
New Zealand,NZL,2021,7.97,0.8,0.21,2.62,23.99,0,0.71,4.65,2.6
New Zealand,NZL,2022,7.82,0.75,0.28,2.89,25.86,0,0.62,4.31,0.72
New Zealand,NZL,2023,7.73,0.66,0.37,3.51,26.17,0,0.56,3.36,0.53
New Zealand,NZL,2024,8.93,0.78,0.37,4.31,23.45,0,0.66,4.31,1.2
New Zealand,NZL,2025,9.44,0.57,0.37,4.22,23.77,0,0.64,3.84,0.49
Nigeria,NGA,2000,0,0.01,0,0,5.63,0,0,9.1,0
Nigeria,NGA,2001,0,0.01,0,0,5.91,0,0,9.55,0
Nigeria,NGA,2002,0,0.01,0,0,8.23,0,0,13.31,0
Nigeria,NGA,2003,0,0.01,0,0,7.45,0,0,12.74,0
Nigeria,NGA,2004,0,0.01,0,0,8.11,0,0,16.17,0
Nigeria,NGA,2005,0,0.01,0,0,7.77,0,0,15.77,0
Nigeria,NGA,2006,0,0.01,0,0,6.26,0,0,16.85,0
Nigeria,NGA,2007,0,0.01,0,0,6.23,0,0,16.75,0
Nigeria,NGA,2008,0,0.01,0,0,5.72,0,0,15.39,0
Nigeria,NGA,2009,0,0.01,0,0,4.53,0,0,15.25,0
Nigeria,NGA,2010,0,0.01,0,0,6.37,0,0,19.75,0
Nigeria,NGA,2011,0,0.01,0,0,5.88,0,0,21.15,0
Nigeria,NGA,2012,0,0.01,0.02,0,5.66,0,0,23.05,0
Nigeria,NGA,2013,0,0.02,0.02,0,5.33,0,0,23.56,0
Nigeria,NGA,2014,0,0.02,0.02,0,5.35,0,0,26.89,0
Nigeria,NGA,2015,0,0.02,0.03,0,6.42,0,0,26.7,0
Nigeria,NGA,2016,0,0.03,0.03,0,8.15,0,0,28.33,0
Nigeria,NGA,2017,0,0.02,0.03,0,7.75,0,0,24.44,0
Nigeria,NGA,2018,0,0.03,0.04,0,7.7,0,0,28.94,0
Nigeria,NGA,2019,0,0.03,0.05,0,8.43,0,0,27.95,0
Nigeria,NGA,2020,0,0.04,0.08,0,7.69,0,0,30.19,0
Nigeria,NGA,2021,0,0.06,0.1,0,7.94,0,0,31.1,0
Nigeria,NGA,2022,0,0.06,0.1,0,9.23,0,0,28.61,0
Nigeria,NGA,2023,0,0.06,0.11,0,9.11,0,0,31.64,0
Nigeria,NGA,2024,0,0.06,0.13,0,9.2,0,0,28.17,0
Nigeria,NGA,2025,0,0.06,0.13,0,12.82,0,0,28.53,0
Peru,PER,2000,0,0.16,0,0,16.17,0,2.45,0.79,0.35
Peru,PER,2001,0,0.16,0,0,17.61,0,1.82,0.87,0.31
Peru,PER,2002,0,0.19,0,0,18.04,0,1.88,1.1,0.78
Peru,PER,2003,0,0.2,0,0,18.53,0,2.11,1.32,0.77
Peru,PER,2004,0,0.15,0,0,17.52,0,3.33,2.33,0.92
Peru,PER,2005,0,0.35,0,0,18.08,0,1.72,4.55,0.8
Peru,PER,2006,0,0.35,0,0,19.7,0,1.66,4.83,0.82
Peru,PER,2007,0,0.42,0,0,19.55,0,0.89,8.22,0.85
Peru,PER,2008,0,0.46,0,0,19.04,0,1.94,10.11,0.88
Peru,PER,2009,0,0.46,0,0,19.49,0,1.76,10.43,0.78
Peru,PER,2010,0,0.67,0,0,20.04,0,2.1,12.23,0.85
Peru,PER,2011,0,0.68,0,0,21.59,0,2.35,13.99,0.62
Peru,PER,2012,0,0.67,0.06,0,21.35,0,0.94,15.65,1.29
Peru,PER,2013,0,0.96,0.2,0,22.31,0,0.76,18.06,1.22
Peru,PER,2014,0,1.29,0.2,0.26,22.2,0,0.56,20.89,0.33
Peru,PER,2015,0,0.91,0.23,0.6,23.71,0,0.68,21.73,0.41
Peru,PER,2016,0,0.56,0.24,1.06,24.16,0,1.06,23.56,0.99
Peru,PER,2017,0,0.47,0.29,1.07,29.06,0,1.19,19.87,0.76
Peru,PER,2018,0,0.42,0.75,1.5,30.72,0,0.42,20.68,0.13
Peru,PER,2019,0,0.55,0.78,1.65,31.45,0,0.55,21.73,0.16
Peru,PER,2020,0,0.54,0.79,1.81,30.5,0,0.54,18.67,0.14
Peru,PER,2021,0,0.58,0.8,1.82,31.89,0,0.59,21.17,0.14
Peru,PER,2022,0,0.59,0.84,1.93,29.73,0,0.62,26.02,0.17
Peru,PER,2023,0,0.6,0.84,1.93,29.73,0,0.29,27.44,0.04
Peru,PER,2024,0,0.6,0.95,2.09,32,0,0.42,23.23,0
Peru,PER,2025,0,0.65,1.83,2.11,33.88,0,0.13,21.83,0.01
South Africa,ZAF,2000,0,0.48,0,0,1.1,13.01,0,0,196.07
South Africa,ZAF,2001,0,0.42,0,0,1.72,10.72,0,0,197.23
South Africa,ZAF,2002,0,0.46,0.02,0,2.08,11.99,0,0,206.03
South Africa,ZAF,2003,0,0.41,0.02,0.01,0.83,12.66,0,0,220.31
South Africa,ZAF,2004,0,0.38,0.02,0.01,0.95,13.37,0,0,229.88
South Africa,ZAF,2005,0,0.43,0.02,0.01,1.33,11.29,0,0.09,231.76
South Africa,ZAF,2006,0,0.41,0.02,0.01,2.9,10.03,0,0.02,240.42
South Africa,ZAF,2007,0,0.43,0.02,0.01,2.87,11.32,1.17,0.09,247.58
South Africa,ZAF,2008,0,0.46,0.02,0.02,1.26,13,0.14,0.09,243.3
South Africa,ZAF,2009,0,0.45,0.02,0.03,1.45,12.81,0.05,0.01,234.74
South Africa,ZAF,2010,0,0.4,0.02,0.03,1.14,13.53,0.2,0.82,243.45
South Africa,ZAF,2011,0,0.41,0.02,0.04,3.06,12.9,0.72,0.89,244.44
South Africa,ZAF,2012,0,0.42,0.03,0.04,1.02,12.97,1.93,1.78,239.68
South Africa,ZAF,2013,0,0.48,0.05,0.04,1.1,14.11,3.66,3.02,233.49
South Africa,ZAF,2014,0,0.36,1.08,1.07,1.8,13.79,3.76,3.14,229.77
South Africa,ZAF,2015,0,0.32,2.4,3.07,0.73,12.24,3.99,0,227.3
South Africa,ZAF,2016,0,0.33,3.01,4.21,0.62,15.03,0.03,0,229.58
South Africa,ZAF,2017,0,0.39,3.94,7.02,0.78,14.19,0.12,0,228.7
South Africa,ZAF,2018,0,0.43,4.54,6.41,1.1,11.58,1.23,0,231.01
South Africa,ZAF,2019,0,0.43,5.4,6.63,0.74,13.25,1.36,0,225.26
South Africa,ZAF,2020,0,0.41,6.98,6.41,1.47,9.9,1.49,0,214.08
South Africa,ZAF,2021,0,0.41,7.84,8.65,2.02,12.35,3.27,0,210.92
South Africa,ZAF,2022,0,0.36,10.46,9.7,3.1,10.1,3.68,0,201.77
South Africa,ZAF,2023,0,0.47,14.81,11.6,2,8.1,3.68,0,192.29
South Africa,ZAF,2024,0,0.47,18.3,11.1,1.1,7.8,1.94,0,206.81
South Africa,ZAF,2025,0,0.47,19.48,11.32,1.83,10.21,1.95,0,197.5
Sweden,SWE,2000,0,4.1,0,0.46,78.58,57.32,2.65,0.48,1.64
Sweden,SWE,2001,0,3.78,0,0.48,79.06,72.11,3.89,0.4,1.88
Sweden,SWE,2002,0,4.18,0,0.61,66.36,68.11,4.51,0.56,2.37
Sweden,SWE,2003,0,4.51,0,0.68,53.54,67.42,5.66,0.73,2.85
Sweden,SWE,2004,0,7.2,0,0.86,60.12,77.49,4.1,0.78,1.01
Sweden,SWE,2005,0,7.49,0,0.93,72.8,72.38,3.51,0.6,0.65
Sweden,SWE,2006,0,8.36,0,0.98,61.72,66.98,3.76,0.6,0.88
Sweden,SWE,2007,0,9.84,0,1.43,66.16,66.97,2.94,0.83,0.65
Sweden,SWE,2008,0,10.34,0,2,69.07,63.89,3.47,0.62,0.51
Sweden,SWE,2009,0,11.46,0.01,2.49,65.85,52.17,2.55,1.56,0.51
Sweden,SWE,2010,0,12.19,0.01,3.49,66.4,57.83,4.6,2.91,1.02
Sweden,SWE,2011,0,11.54,0.01,6.11,66.43,60.47,3.48,1.58,0.66
Sweden,SWE,2012,0,12.19,0.02,7.17,78.93,64.04,2.69,0.92,0.48
Sweden,SWE,2013,0,11.45,0.04,9.84,61.36,66.46,2.38,0.85,0.65
Sweden,SWE,2014,0,10.7,0.05,11.24,63.76,64.88,2.14,0.42,0.37
Sweden,SWE,2015,0,10.77,0.1,16.32,75.31,56.35,2.31,0.45,0.39
Sweden,SWE,2016,0,11.49,0.14,15.48,62.02,63.1,2.72,0.68,0.26
Sweden,SWE,2017,0,12.08,0.23,17.61,65.14,65.7,2.82,0.33,0.32
Sweden,SWE,2018,0,11.91,0.41,16.62,62.21,68.55,2.94,0.38,0.34
Sweden,SWE,2019,0,13.04,0.68,19.85,65.37,66.13,2.85,0.29,0.21
Sweden,SWE,2020,0,11.18,1.05,27.52,72.39,49.2,2.34,0.1,0
Sweden,SWE,2021,0,13.08,1.53,27.25,73.89,52.97,2.77,0.29,0
Sweden,SWE,2022,0,13.13,1.98,33.25,69.87,51.94,2.73,0.15,0
Sweden,SWE,2023,0,11.7,3.11,34.25,66.19,48.47,2.17,0.16,0
Sweden,SWE,2024,0,10.18,4.16,40.45,64.61,50.67,1.97,0.11,0
Sweden,SWE,2025,0,9.96,4.43,38.9,68.24,47.1,1.97,0.11,0
United Kingdom,GBR,2000,0,3.88,0,0.94,5.09,85.06,14.06,148.08,119.95
United Kingdom,GBR,2001,0,4.53,0,0.96,4.05,90.09,11.77,141.91,131.46
United Kingdom,GBR,2002,0,5.08,0,1.25,4.79,87.85,11.71,152.28,124.28
United Kingdom,GBR,2003,0,6.17,0,1.29,3.23,88.69,11.49,148.88,138.46
United Kingdom,GBR,2004,0,7.36,0,1.94,4.84,80,10.93,157.06,131.79
United Kingdom,GBR,2005,0,9.1,0.01,2.9,4.92,81.62,12.52,152.64,134.64
United Kingdom,GBR,2006,0,9.28,0.01,4.22,4.59,75.45,14.04,140.83,148.85
United Kingdom,GBR,2007,0,9.32,0.01,5.27,5.08,63.03,12.37,165.79,135.94
United Kingdom,GBR,2008,0,9.65,0.02,7.13,5.14,52.49,13.93,176.22,124.38
United Kingdom,GBR,2009,0,10.71,0.02,9.28,5.23,69.1,12.88,166.5,103.04
United Kingdom,GBR,2010,0,12.26,0.04,10.29,3.59,62.14,10.5,175.65,107.59
United Kingdom,GBR,2011,0,13.31,0.24,15.96,5.69,68.98,8.85,146.5,108.44
United Kingdom,GBR,2012,0,14.74,1.35,19.84,5.31,70.41,9.26,100.17,142.79
United Kingdom,GBR,2013,0,18.1,2.01,28.4,4.7,70.61,8.36,95.84,130.26
United Kingdom,GBR,2014,0,22.62,4.05,31.95,5.89,63.75,8.69,100.89,100.24
United Kingdom,GBR,2015,0,29.26,7.53,40.27,6.3,70.34,9.41,99.88,75.88
United Kingdom,GBR,2016,0,30.07,10.41,37.16,5.37,71.73,10.64,143.13,30.67
United Kingdom,GBR,2017,0,31.9,11.46,49.65,5.88,70.34,9.71,136.75,22.53
United Kingdom,GBR,2018,0.01,35.11,12.67,56.91,5.44,65.06,10.24,131.49,16.83
United Kingdom,GBR,2019,0.01,37.54,12.42,63.84,5.93,56.18,11.26,133.09,6.92
United Kingdom,GBR,2020,0,38.58,12.55,75.62,6.88,50.24,8.84,111.89,5.7
United Kingdom,GBR,2021,0,40.01,12.13,64.93,5.42,46.1,9.68,122.84,6.79
United Kingdom,GBR,2022,0,35.85,13.34,80.21,5.66,47.4,11.07,125.11,5.94
United Kingdom,GBR,2023,0,34.1,13.88,82.15,5.54,40.6,10.82,101.66,3.78
United Kingdom,GBR,2024,0,40.09,14.79,83.28,5.76,40.59,11.45,86.3,1.9
United Kingdom,GBR,2025,0,41.21,19.32,85.84,5.55,36.38,12.77,90.91,0.33
United States,USA,2000,14.09,60.73,0.49,5.59,270.03,753.89,116.02,614.99,1966.27
United States,USA,2001,14.89,49.75,0.54,6.74,208.14,768.83,135.59,639.13,1903.96
United States,USA,2002,16.14,53.71,0.55,10.35,255.59,780.06,103.69,691.01,1933.13
United States,USA,2003,16.85,53.34,0.53,11.19,267.27,763.73,132.38,649.91,1973.74
United States,USA,2004,16.95,53.54,0.58,14.14,259.93,788.53,129.88,710.1,1978.3
United States,USA,2005,16.64,54.28,0.55,17.81,263.76,781.99,126.13,760.96,2012.87
United States,USA,2006,16.51,54.86,0.51,26.59,282.69,787.22,71.61,816.44,1990.51
United States,USA,2007,16.7,55.54,0.61,34.45,240.61,806.42,75.19,896.59,2016.46
United States,USA,2008,17.32,55.03,0.86,55.36,248.54,806.21,55.43,882.98,1985.8
United States,USA,2009,17.47,54.49,0.89,73.89,268.82,798.85,48.53,920.98,1755.9
United States,USA,2010,17.83,56.09,1.21,94.65,254.7,806.97,47.5,987.7,1847.29
United States,USA,2011,18.14,56.67,1.82,120.18,312.93,790.2,41.81,1013.69,1733.43
United States,USA,2012,18.26,57.62,4.33,140.82,271.29,769.33,39.09,1225.89,1514.04
United States,USA,2013,18.76,60.86,9.04,167.84,263.88,789.02,40.26,1124.84,1581.11
United States,USA,2014,19.08,63.99,28.92,181.65,253.19,797.17,43.69,1126.61,1581.71
United States,USA,2015,19.12,63.63,39.03,190.72,243.99,797.18,44.44,1333.48,1352.4
United States,USA,2016,19.16,62.76,54.87,226.99,261.13,805.69,39.5,1378.31,1239.15
United States,USA,2017,19.04,62.73,77.28,254.3,293.84,804.95,37.89,1296.44,1205.84
United States,USA,2018,18.69,61.83,93.36,272.67,286.62,807.08,42.68,1469.13,1149.49
United States,USA,2019,17.87,57.51,106.89,295.88,282.61,809.41,37.44,1585.81,964.96
United States,USA,2020,18.09,54.7,130.72,337.94,279.95,789.88,34.34,1624.17,773.39
United States,USA,2021,18.24,54.25,164.42,378.2,246.47,779.65,35.2,1579.19,898
United States,USA,2022,18.16,51.85,205.07,434.3,248.76,771.54,38.64,1687.06,831.51
United States,USA,2023,18.45,47.2,238.94,421.14,239.01,774.87,33.13,1806.06,675.11
United States,USA,2024,17.52,46.42,303.75,451.9,237.04,781.86,30.47,1869.9,652.16
United States,USA,2025,17.7,46.19,388.82,464.39,241.7,784.78,31.72,1807.34,737.15
